,title,url,intro,paragraphs
10,"Communicating Uncertainty: How to Connect With Your Audience, Even When The Answers Aren’t Clear ",https://www.gsb.stanford.edu/insights/communicating-uncertainty-how-connect-your-audience-even-when-answers-arent-clear,"In this podcast episode, we discuss how being transparent is crucial to earning trust. “It’s not reassuring when we don’t know the answers to critically important questions involved in health and wellbeing. But it’s far more of a problem if we try to pretend we do.” In this episode of& Think Fast, Talk Smart, Stanford Medical School dean Lloyd Minor sits down with podcast host Matt Abrahams to discuss transparency in leadership. “Rather than pushing ambiguity away, we should lean into it, and use it as a stimulus to guide our communication in more effective ways.” They also discuss the benefits an introvert can bring to leadership roles and critical role listening plays for anyone in a position of power.",
11,From Dreaming to Doing: How We Set and Achieve Goals,https://www.gsb.stanford.edu/insights/dreaming-doing-how-we-set-achieve-goals,"In this episode, we look at an essential ingredient of human behavior: motivation. Why do we do what we do? What factors drive us? And how do things like competition with others help us achieve our goals? These are the questions most interesting to Szu-chi Huang, an associate professor of marketing with a specific interest in motivation. “Competition definitely increases motivation,” says Huang. “It makes attaining the goal more valuable.” In this episode of Think Fast, Talk Smart, Huang and host Matt Abrahams explore the intersection of human psychology, behavior, and goal attainment — and how communication connects them all.",
12,Forgiveness: How the Right Communication Repairs Relationships,https://www.gsb.stanford.edu/insights/forgiveness-how-right-communication-repairs-relationships,"In this podcast episode, we look at the role of forgiveness in healthy communication. When it comes to communication and relationships, mistakes are inevitable. And when we find ourselves with damaged connections, it’s a specific kind of communication that can help us make amends. Fred Luskin is the director of the Stanford University Forgiveness Project, and has devoted much of his career to researching the way forgiveness affects our psychological, relational, and physical health. “Apology is one of the few things that research shows actually facilitates forgiveness,” Luskin explains. In this Think Fast, Talk Smart episode with host and strategic communication lecturer Matt Abrahams, Luskin outlines what it means to truly say we’re sorry.",
13,“Are You Listening?” How to Stay Open and Curious to Other People’s Ideas,https://www.gsb.stanford.edu/insights/are-you-listening-how-stay-open-curious-other-peoples-ideas,"In this episode, we discuss the importance of really hearing where others are coming from. “Listening actively and deeply happens when I genuinely believe that the person who’s speaking has intrinsic worth and brings a perspective that I lack and need.” This episode of Think Fast, Talk Smart features Kristin Hansen, lecturer in management and executive director of Civic Health Project, a nonpartisan, nonprofit organization working to reduce extreme polarization and foster healthier civil discourse in U.S. citizenry, politics, and media. Together with host Matt Abrahams, Hansen shares how, from our workplaces to our personal lives, communication thrives when we cultivate open-mindedness, intellectual humility, and genuine curiosity.",
14,Lean Messaging: How Simple Messages Really Stick,https://www.gsb.stanford.edu/insights/lean-messaging-how-simple-messages-really-stick,"In this podcast episode, a veteran marketer and entrepreneur shares his approach to communicating for startup success. “Anyone can make a complicated thing sound complicated. It takes real skill to make it sound simple.” This episode of Think Fast, Talk Smart features Steve Blank, a seasoned entrepreneur, marketer, and adjunct professor in Stanford’s department of Management Science and Engineering. Blank teaches courses on lean startups, innovation, and entrepreneurship. Throughout his 45 years of launching businesses and helping others do the same, he’s learned the importance of crafting the perfect message by not making it complicated. “Messages need to be memorable,” he tells podcast host and strategic communications lecturer Matt Abrahams. “The more memorable the message, the greater its ability to create change.”",
15,Ideas & Empathy: How to Design and Communicate with Others in Mind,https://www.gsb.stanford.edu/insights/ideas-empathy-how-design-communicate-others-mind,"In this podcast episode, we explore how design and communication both start with the same ingredient: empathy. “Very often, you are not designing for yourself. And you kind of have to get out of your own way to effectively design with others’ needs in mind.” In this podcast episode, Lecturer of Strategic Communications Matt Abrahams is joined by Sarah Stein Greenberg, Director of the Hasso Plattner Institute of Design, aka the Stanford d.school, and author of Creative Acts for Curious People: How to Think, Create, and Lead in Unconventional Ways. Together, Stein Greenberg and Abrahams discuss how design and communication require seeing things from more than just our own point of view, and the tools we can use to broaden our perspectives.",
16,Leadership and Ethics: How to Communicate Your Core Values,https://www.gsb.stanford.edu/insights/leadership-ethics-how-communicate-your-core-values,"On this podcast episode, we discuss the keys to making ethical decisions in your professional and personal life. “A mistake that some leaders make is to assume that the people in your organization share your core values. Some of the time some of them do, but there’s a bunch who don’t, and those are the most difficult sorts of situations.” In this podcast episode, political science professors Ken Shotts and Neil Malhotra sit down with host and lecturer Matt Abrahams to discuss how to lead others whose values may not align with your own. “The most effective thing you can do is to understand the other person’s story and frame the language and arguments around them… It’s fundamentally about being empathetic.”",
17,Leading From Home: How to Create the Right Environment for Communication,https://www.gsb.stanford.edu/insights/leading-home-how-create-right-environment-communication,"In this podcast episode, we discuss the importance of not just knowing what your audience needs to hear, but how they need to hear it. “You’re not going to hit the mark with everybody, but you still need to be mindful of everybody,” says Jonathan Levav, a professor of marketing at Stanford Graduate School of Business. “That’s critical to create an environment where communication is effective.” In this podcast episode, Levav sits down with podcast host Matt Abrahams to talk about how to lead from home and how to foster an environment for creativity, innovation, and collaboration. It’s not just maintaining a company culture, it’s about establishing what that culture is online, Levav says. “How can you encourage those serendipitous conversations that tend to happen in person?”",
18,Communicating Our Mistakes: How to Avoid Common Errors and Make Better Decisions ,https://www.gsb.stanford.edu/insights/communicating-mistakes-how-avoid-common-errors-make-better-decisions,"In this podcast episode, we discuss decision-making mistakes, and how to talk about them. In this episode of Think Fast, Talk Smart, host Matt Abrahams sits down with finance professors Jonathan Berk of Stanford Graduate School of Business and Jules van Binsbergen of The Wharton School to discuss common flaws in the decision-making process, and what to do about them. “When you make a decision, you have to take into account the effect of that decision on the world. Too often, people ignore that,” says Berk. “They engage in what I would call ‘All Else Equal’ thinking, and they evaluate the effect of the decision — holding everything else the same. You can never do that. I know it sounds obvious as I talk about it, but you’d be surprised how often people get fooled.” Berk and van Binsbergen explore the topic of decision-making in-depth with business leaders in their new podcast, All Else Equal: Making Better Decisions.",
19,Telling Good Stories: How to Use the Elements of Narrative to Keep Listeners Engaged,https://www.gsb.stanford.edu/insights/telling-good-stories-how-use-elements-narrative-keep-listeners-engaged,"In this podcast episode, we discuss how to foster a sense of empathy and connection through storytelling. “Make them want to turn the page,” says Paula Moya, a professor at Stanford University and author of The Social Imperative: Race, Close Reading, and Contemporary Literary Criticism. In this episode of Think Fast, Talk Smart, Moya sits down with strategic communication lecturer Matt Abrahams to share how the elements of story can be used in other types of communication. Create compelling situations, full of suspense and surprise, she says. Create characters we can empathize with; speak your written sentences aloud, and, Moya advises, think of the images your words may conjure, and how they may be interpreted by different audiences.",
20,Make Numbers Count: How to Translate Data for Your Audience,https://www.gsb.stanford.edu/insights/make-numbers-count-how-translate-data-your-audience,"In this podcast episode, we discuss the importance of communicating numbers so they pack a punch. “We have to make data emotional because emotions are what drive us to act,” says Chip Heath, a professor of organizational behavior and author of the new book, Making Numbers Count: The Art of Science of Communicating Numbers. In this interview with podcast host Matt Abrahams, Heath talks about ways that data and statistics can be used to illuminate — or obscure — our message. “A lot of people in the world don’t understand numbers like the numbers people,” he says. “And there are a lot of untranslated numbers that float around in organizations and in society.” Heath suggests thinking about numbers like a foreign language we need to “translate” for our audience: “If we don’t translate numbers into something that’s more tangible, we’re going to sacrifice in a big way.”",
21,Speaking Up Without Freaking Out: How to Tackle Communication Anxiety ,https://www.gsb.stanford.edu/insights/speaking-without-freaking-out-how-tackle-communication-anxiety,"In this podcast episode, we share the science behind nervousness and offer tips for keeping your cool during various speaking situations. “Eighty five percent of people report being nervous about speaking in public, and I believe the other 15% are lying,” says Matt Abrahams, lecturer in strategic communication and podcast host. “What is it about speaking in front of others that makes most of us nervous? Well, those of us who study this ubiquitous fear believe it is part of our human condition.” In this special episode of Think Fast, Talk Smart, Abrahams returns to one of the podcast’s main goals: helping people become more confident communicators. Listen to his interviews with Stanford University professors who research stress, as they share insights into why these feelings affect our communication, and how to overcome them. Explore our 2022 Confident Communicator Challenge and discover more resources on public speaking anxiety.",
22,How to Use Storytelling to Be a Better Founder,https://www.gsb.stanford.edu/insights/how-use-storytelling-be-better-founder,"In this bonus episode, we share lessons from the Stanford GSB class “Startup Garage” on hypotheses, narrative, and design thinking. “Great founders are great storytellers,” says Stanford Graduate School of Business Professor Stephanos Zenios in this “Quick Thinks” episode. Zenios is the director of the Center for Entrepreneurial Studies and heads Startup Garage, a project-based course where teams design and test business concepts that address real-world problems. “Founders have to tell a story to their customers so that they can inspire them to test and use their new product. They have to tell a story to their employees to inspire them to take some risk. And then, they have to tell a story to investors and their board.”",
23,Stay Creative: How to Keep Your Ideas Fresh and Practical,https://www.gsb.stanford.edu/insights/stay-creative-how-keep-your-ideas-fresh-practical,"In this podcast episode, we share common mistakes that can stifle ideas and why managers should stay involved in the creative process. “To be creative, ideas must be both novel and useful. That’s the definition that we use in creativity research,” says Justin Berg, an assistant professor of organizational behavior at Stanford Graduate School of Business. But, he warns: “Novel ideas are often not very useful and useful ideas are often not very novel.” In this episode of Think Fast, Talk Smart, Berg sits down with lecturer and podcast host Matt Abrahams to share lessons from his work on creativity, which has included conducting experiments with both movie directors and circus performers. The takeaway is that we should never stop being a creator. As managers and executives climb up the organizational ladder, they may benefit from staying involved in the creative R&D side of things, rather than just spend time having ideas pitched to them.",
24,Recipes From the “Communication Kitchen:” How to Handle 3 Common Challenges This Holiday Season ,https://www.gsb.stanford.edu/insights/recipes-communication-kitchen-how-handle-3-common-challenges-holiday-season,"In this podcast episode, we share strategies for surviving small talk as well as 10 of our favorite “recipes” from past guests. In each episode of Think Fast, Talk Smart, Stanford GSB lecturer and podcast host Matt Abrahams asks his guests the same question: “What are the first three ingredients in a successful communication recipe?” Answers have ranged from specific and poetic to impactful and thought-provoking. In this episode, we bring you some favorite responses, as well as Matt’s tips for solving three communication challenges that tend to arise each holiday season. In honor of Thanksgiving and the podcast’s 45th episode, we’ve compiled the recipes into cards. Click through to read what communication experts across campus have said are the key ingredients in successful communication.",
25,Step Into Power: What Acting Can Teach Us About Power and Responsibility ,https://www.gsb.stanford.edu/insights/step-power-what-acting-can-teach-us-about-power-responsibility,"In this podcast episode, we discuss how lessons from the theater inform leadership styles and power dynamics at work. “Leadership is a role that you play, like a part you play in other people’s lives. And [your] expression of that role is your responsibility as a leader,” says Stanford GSB lecturer Melissa Jones Briggs. Jones Briggs’ work combines techniques from the theater with social science research to teach lessons about power and communication. In this conversation with podcast host Matt Abrahams, she discusses how acting in a leadership position requires staying present and also knowing when to step back. “Power and authority often determine which stories are centered and which stories are marginalized,” Jones Briggs says. “By uncovering previously untold stories, we can create environments that invite new stories in, and that helps shape inclusive and equitable work cultures.”",
26,Get Psyched: How Time and Situations Shape Our Communication,https://www.gsb.stanford.edu/insights/get-psyched-how-time-situations-shape-communication,"In this podcast episode, psychologist Philip Zimbardo talks about “time perspective” and the lessons of the Stanford Prison Experiment. “Social psychologists believe that if we want to understand our own behavior and the behavior of others, the first thing we have to ask or notice is, ‘What is the situation in which they are performing, in which they are behaving?’ And then we want to know as much about the situation as possible.” In this episode of Think Fast, Talk Smart, Stanford emeritus psychology professor Philip Zimbardo sits down with host Matt Abrahams to discuss how time influences our perception and our positive or negative thought processes. The two also talk about how the findings of Zimbardo’s most notable (and controversial) study — the 1971 Stanford Prison Experiment — inform our understanding of human behavior.",
27,"Space, Pace, and Grace: How to Handle Challenging Conversations",https://www.gsb.stanford.edu/insights/space-pace-grace-how-handle-challenging-conversations,"In this podcast episode, we discuss the power of slowing down during difficult workplace situations. Being a better listener has a lot to do with silence, says Collins Dobbs, a lecturer in management at Stanford Graduate School of Business. “A lot of people are uncomfortable with the smallest modicum of silence, but learning often happens when we create distance for useful reflection.” In this episode of Think Fast, Talk Smart, Dobbs talks with host Matt Abrahams about the importance of “space, pace, and grace” when you’re receiving others’ feedback and handling the emotions that come out during tough discussions. “There’s often a lot more focus on the skill set on delivering emotion than receiving emotion, but if the receiver of emotion can put themselves in a place of curiosity, agency, and openness… opens up a whole new world of possibilities.” Dobbs is an executive coach and teaches several courses, including Interpersonal Dynamics and Leadership Labs.",
28,Speak Like a Founder: How Successful Entrepreneurs Communicate to Their Teams,https://www.gsb.stanford.edu/insights/speak-founder-how-successful-entrepreneurs-communicate-their-teams,"In this podcast episode, we discuss how startups can build a product quickly and effectively. “Part of teamwork is dating,” says Stefanos Zenios, a professor of operations, information, and technology at Stanford Graduate School of Business. “Dating each other to see whether you can work well together. It’s about developing how you will speak with each other in the team, how you will manage difficult conversations, and how to be respectful — but also how to help each other grow.” In this episode of Think Fast, Talk Smart, host Matt Abrahams sits down with Zenios to hear more about the communication methods taught to aspiring entrepreneurs in the project-based course Startup Garage.",
29,Mindset Matters: How to Embrace the Benefits of Stress,https://www.gsb.stanford.edu/insights/mindset-matters-how-embrace-benefits-stress,"In this podcast episode, we discuss how you can channel stress to help your performance and relationships. “Stress is natural,” says Alia Crum, an assistant professor of psychology at Stanford. “Stress is inevitable when you’re living a life that’s connected with things you care about. And learning how to embrace it, learning how to work with it is really what helps us thrive and grow and perform at our highest level.” In this episode of Think Fast, Talk Smart, lecturer and podcast host Matt Abrahams talks with Crum about her work as the principal investigator at the Stanford Mind & Body Lab, where she is studying how people can benefit from stress. “There’s a whole side of stress that shows that it can have enhancing qualities on our cognitive functioning, our physical health, and on how we behave and interact with others,” she says.",
30,Brains Love Stories: How Leveraging Neuroscience Can Capture People’s Emotions  ,https://www.gsb.stanford.edu/insights/brains-love-stories-how-leveraging-neuroscience-can-capture-peoples-emotions,"In this podcast episode, we learn about ways to tap into our hardwired response to communication. In this episode of Think Fast, Talk Smart, lecturer and podcast host Matt Abrahams sits down with David Eagleman, a neuroscientist and the host of the PBS series The Brain, to discuss why our brains are wired for storytelling and how new senses might impact our connection and communication with others. “I’ve always been really interested in this idea of how we can pass information to the brain via unusual channels,” Eagleman says. “We’ve got our eyes or ears or fingertips and our nose, we’re very used to this and we sort of think these are fundamental, but of course, this is just what we’ve inherited from a long road of evolution … It turns out you can push information in the brain in other ways.”",
31,The New Normal: How Hybrid Work Actually Works ,https://www.gsb.stanford.edu/insights/new-normal-how-hybrid-work-actually-works,"In this podcast episode, we discuss the effectiveness of communicating in a hybrid work environment. “One of the things I think is really exciting about all this, and perhaps a little bit frightening, is nobody actually knows how to do it. It is not something that we’ve ever done before. And I’ve studied a lot of globally distributed work, and virtual teams, and so forth. But hybrid work is not that and it’s not telecommuting, which we know a bit about. But it’s something that is a mix of these multiple different modes of working,” says Pamela Hinds, Fortinet Founders Chair and professor of management science and engineering at Stanford University. In this podcast episode, Hinds talks with host and lecturer Matt Abrahams about her research on the effect of technology on teams, teamwork, and innovation by exploring issues of culture, language, identity, and conflict in promoting knowledge sharing and collaboration. “Employees are going to expect flexibility. Organizations are going to need to sustain a higher level of flexibility with regard to when and where people work.”",
32,Be Better: How Communication Catalyzes Business Transformation,https://www.gsb.stanford.edu/insights/be-better-how-communication-catalyzes-business-transformation,"In this podcast episode, we learn how communication is critical for every function inside of an organization. Great leaders, says Stanford GSB lecturer in management Robert Siegel, are “really good at managing the narrative.” In this episode of Think Fast, Talk Smart, Siegel sits down with Matt Abrahams to discuss the importance of effective communication in helping businesses adapt and transform. He also talks about his new book The Brains and Brawn Company: How Leading Organizations Blend the Best of Digital and Physical. “Being a great communicator is critical in your written communication [and] in your verbal communication in a world that’s increasingly connected,” Siegel says. “Because there’s so much input for everybody, you want to kind of control and shape the messages that get out there.”",
33,Perfecting Teamwork: Building High-Performing Teams by Encouraging Learning,https://www.gsb.stanford.edu/insights/building-high-performing-teams-encouraging-learning,"In this podcast episode, we learn how to break down professional silos and hierarchies in teams. In this episode of Think Fast, Talk Smart, Sara Singer, a professor of organizational behavior (by courtesy) at Stanford Graduate School of Business and a professor at Stanford School of Medicine, sits down with host and lecturer Matt Abrahams to discuss the role of open communication in high-performing teams. “Learning requires leadership that reinforces learning, a supportive environment, including especially psychological safety,” she says, “but also an appreciation for differences when you’re working with people of lots of different backgrounds, and openness to new ideas.”",
34,Leading from the Hot Seat: How to Communicate under Pressure,https://www.gsb.stanford.edu/insights/leading-hot-seat-how-communicate-under-pressure,"In this podcast episode, we discuss how to communicate effectively during a crisis. “I say sometimes that leadership is a journey into yourself. It’s self-renewal, self-reflection, self-confidence. It’s going to bed kind of scratching your head and saying, ‘Man, I’m not as good,’ and waking up the next morning and trying it again — and I think that’s what matters.” In this episode of Think Fast, Talk Smart, former CEO of General Electric and Stanford Graduate School of Business lecturer Jeff Immelt sits down with lecturer Matt Abrahams to discuss communicating during times of challenge and pressure. “There’s no such thing as perfection of crisis,” Immelt says. “This is a pass-fail test, and all you really want to do is make progress.”",
35,How We Gain — or Give Away — Authority While Speaking,https://www.gsb.stanford.edu/insights/how-we-gain-or-give-away-authority-while-speaking,"In this podcast episode, we discuss the body language and word choices that can help you “power up” or “power down” your communication. “Simple language, forceful language, vivid language, and keeping it simple and direct,” says Professor Jeffrey Pfeffer, are all powerful tools to strengthen your communication. In this episode of Think Fast, Talk Smart, host and lecturer Matt Abrahams interviews Pfeffer, the author of Dying for a Paycheck, about the verbal and nonverbal ways we can harness, or give away, our authority when we’re speaking to others.",
36,Hacking Your Speaking Anxiety: How Lessons from Neuroscience Can Help You Communicate Confidently,https://www.gsb.stanford.edu/insights/hacking-your-speaking-anxiety-how-lessons-neuroscience-can-help-you-communicate,"In this podcast episode, we discuss actions you can take to reduce speaking anxiety and achieve your communication goals. “There’s no difference between the physiological response to something that you’re excited about and something that you’re nervous about or dreading,” says Andrew Huberman, associate professor of neurobiology and ophthalmology at Stanford University. In this podcast episode, Huberman talks with host and lecturer Matt Abrahams about his research on the autonomic continuum, a spectrum between states of high alertness or fear all the way down to deep sleep, and shares how to use the system to your advantage. “If people can conceptualize that the anxiety or stress response is the same as the excitement response, they feel different,” Huberman says.",
37,Speech That Empowers: How to Encourage Growth and Resilience in a Younger Audience,https://www.gsb.stanford.edu/insights/speech-empowers-how-encourage-growth-resilience-younger-audience,"In this podcast episode, we discuss best practices when inspiring young people to seize responsibility. “Communication is such a delicate dance and kids need to emerge from childhood having practiced,” says Julie Lythcott-Haims, former associate vice provost of undergraduate education Stanford University. In this episode of Think Fast, Talk Smart, lecturer and podcast host Matt Abrahams sits down with Lythcott-Haims to discuss her new book, Your Turn: How to Be an Adult, and ideas on how to communicate with young people so they feel empowered to take on the various (and often intimidating) duties of adulthood. “Responsibility isn’t a bad thing,” she says. “Responsibility is actually an amazing thing. And I think we have to do a better job of narrating that truth.”",
38,Quick Thinks: How to Shine Online,https://www.gsb.stanford.edu/insights/quick-thinks-how-shine-online,"We’ve compiled top insights and advice from previous episodes to help you cultivate a compelling professional presence through the screen. It has been over a year since millions of people have switched from working in an office to working from home. In this episode of Think Fast, Talk Smart, lecturer and host Matt Abrahams highlights guests’ top takeaways on how to best communicate, share information, and cultivate a professional presence though the screen. “I think we have to find ways to reduce cognitive overload,” says professor and Senior Associate Dean Sarah Soule. “I now offer my information in much smaller pieces interspersed with breakout groups.”",
39,Dissolve Disagreements: How Communication Impacts Conflict ,https://www.gsb.stanford.edu/insights/dissolve-disagreements-how-communication-impacts-conflict,"In this podcast episode, we discuss how forms of “psychological distancing” can be used to build trust and encourage tolerance. “Communication, conflict, and cooperation are intertwined in a multitude of ways,” says Nir Halevy, associate professor of organizational behavior at Stanford Graduate School of Business. In this episode of Think Fast, Talk Smart, Halevy sits down with host Matt Abrahams, lecturer in organizational behavior at Stanford GSB, to discuss how we can often solve conflicts and disagreements by employing the correct strategy in our communication. “How you articulate a particular grievance, your choice of words, the nonverbal aspects of your claim, such as the tone of your voice, can definitely influence reactions to your claim,” Halevy says.",
40,Question Everything: Why Curiosity Is Communication’s Secret Weapon,https://www.gsb.stanford.edu/insights/question-everything-why-curiosity-communications-secret-weapon,"In this podcast episode, we discuss how asking strong questions helps you build trust and connect with your audience. The information you receive is only as strong as the questions you ask. In this episode of Think Fast, Talk Smart, Stanford Graduate School of Business lecturers Matt Abrahams and Debra Schifrin discuss how to craft inquiries that can lead to better communication outcomes. Questions are also instrumental in building relationships, Schifrin points out. “If you’re asking questions, you’re signaling to the other person that you value them. You’re taking time to listen to their answers.”",
41,Building Successful Relationships: How to Effectively Communicate in Your Professional and Personal Life,https://www.gsb.stanford.edu/insights/building-successful-relationships-how-effectively-communicate-your-professional-personal,"In this podcast episode, we discuss how our behavior impacts our relationships and sharing our feelings can lead to more success as a leader. Recognizing the importance of forging connections with others — and learning how to build those bonds in real time — is the focus of a course that’s been the most popular elective at Stanford GSB for decades: Interpersonal Dynamics. The iconic course has taught thousands of students and professionals what it means to have exceptional relationships and how to interact with others in a way that contributes to deeper, stronger connections. In this episode of Think Fast, Talk Smart, lecturer and podcast host Matt Abrahams sits down with David Bradford and Carole Robin, lecturer and former lecturer of iconic Stanford GSB class Interpersonal Dynamics, to discuss their new book,  Connect: Building Exceptional Relationships with Family, Friends, and Colleagues. Listen as Bradford and Robin outline what they’ve been teaching in the classroom for a broader audience.  ",
42,Psychology Trumps Technology: How to Express Yourself and Truly Connect With Others Online,https://www.gsb.stanford.edu/insights/psychology-trumps-technology-how-express-yourself-truly-connect-others-online,"In this podcast episode, we unpack the psychology behind our communication via social media. “Psychology trumps technology,” says  Jeff Hancock, founding director of the Stanford Social Media Lab and professor in the Department of Communication at Stanford. “If you want to understand what’s going on in social media, the first place to start is with what’s going on psychologically.” On the latest episode of Think Fast, Talk Smart, lecturer and podcast host Matt Abrahams sits down with Professor Hancock, to talk about the communication tendencies, styles, and mistakes of social media users. “Whenever there’s a new kind of technology … our focus is on what it’s doing,” Professor Hancock says. “But I think over time what we end up realizing is that it’s still people using it to accomplish things. And I think when we start to when we step back … we can get a sense of what really is changing.”  ",
